0.00,1.785031
0.01,1.416702
0.02,1.245539
0.03,0.793206
0.05,1.029245
0.06,1.693398
0.07,1.840828
0.08,1.529759
0.09,1.872121
0.10,1.373470
0.12,1.734750
0.13,1.336179
0.14,1.643270
0.15,1.335771
0.16,1.566140
0.17,1.306753
0.19,1.492580
0.20,1.305407
0.21,1.395882
0.22,1.322395
0.23,1.299864
0.24,1.367388
0.26,1.212949
0.27,1.285935
0.28,1.085057
0.29,1.248597
0.30,0.920247
0.31,1.085127
0.33,0.702883
0.34,0.868114
0.35,0.563738
0.36,0.760725
0.37,0.498022
0.38,0.615900
0.39,0.451868
0.41,0.479601
0.42,0.308889
0.43,0.265625
0.44,0.217380
0.45,0.144522
0.46,0.182990
0.48,0.121061
0.49,0.164453
0.50,0.123162
0.51,0.132332
0.52,0.109256
0.53,0.088155
0.55,0.208113
0.56,0.286189
0.57,0.248306
0.58,0.192813
0.59,0.160146
0.60,0.117033
0.62,0.096101
0.63,0.109375
0.64,0.050203
0.65,0.046691
0.66,0.041683
0.67,0.036582
0.68,0.033297
0.70,0.027800
0.71,0.023469
0.72,0.019244
0.73,0.016744
0.74,0.014700
0.75,0.014089
0.77,0.012095
0.78,0.014396
0.79,0.017424
0.80,1.005891
0.81,1.591716
0.82,1.505929
0.84,0.497704
0.85,0.470214
0.86,0.615574
0.87,0.537911
0.88,0.377035
0.89,0.403754
0.91,0.268807
0.92,0.318340
0.93,0.168681
0.94,0.167395
0.95,0.154890
0.96,0.152307
0.98,0.165562
0.99,0.148906
1.00,0.216341
1.01,0.090971
1.02,0.139916
1.03,0.084942
1.04,0.108898
1.06,0.076904
1.07,0.079992
1.08,0.812729
1.09,1.399393
1.10,1.270943
1.11,1.177922
1.13,0.696192
1.14,0.919785
1.15,1.524919
1.16,1.665274
1.17,1.396228
1.18,1.704650
1.20,1.205007
1.21,1.576072
1.22,1.182507
1.23,1.538062
1.24,1.187809
1.25,1.517526
1.27,1.188900
1.28,1.485680
1.29,1.202194
1.30,1.390781
1.31,1.214094
1.32,1.297662
1.34,1.318370
1.35,1.249812
1.36,1.293734
1.37,1.128584
1.38,1.291480
1.39,1.017882
1.40,1.136950
1.42,0.805633
1.43,0.875936
1.44,0.541674
1.45,0.703516
1.46,0.425312
1.47,0.570173
1.49,0.347843
1.50,0.409594
1.51,0.225711
1.52,0.219840
1.53,0.182009
1.54,0.140043
1.56,0.160214
1.57,0.095384
1.58,0.142889
1.59,0.124381
